CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
LCC,4221,Lecce,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,40.3570373,18.1718482,
LCD,4222,Louis Trichardt,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-23.038326,29.906665,
LCE,4223,La Ceiba,HN,,Honduras,HND,CAME,,Central America,AM,America,1,15.7833743,-86.7917749,
LCF,4224,Rio Dulce,GT,,Guatemala,GTM,CAME,,Central America,AM,America,1,15.66268685,-89.01114131,
LCG,4225,La Coruna,ES,ESGAL,Spain,ESP,SEUR,Galicia,Southern Europe,EU,Europe,1,43.33473,-8.42111,
LCI,4226,Laconia,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,43.52807,-71.46894,
LCJ,4227,Lodz,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,51.7687323,19.4569911,
LCL,4228,La Coloma,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.2423995,-83.5721601,
LCM,4229,La Cumbre,AR,AR_CD,Argentina,ARG,SAME,Cordoba,South America,AM,America,1,-41.1493585,-71.318362,
LCN,4230,Balcanoona,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-30.5312769,139.3035584,
LCO,4231,Lague,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-29.74187,30.87469,
LCP,4232,Loncopue,AR,AR_NE,Argentina,ARG,SAME,Neuquen,South America,AM,America,1,-38.0707995,-70.6148771,
LCQ,4233,Lake City,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,30.19052,-82.63712,
LCR,4234,La Chorrera,CO,,Colombia,COL,SAME,,South America,AM,America,1,-1.4420148,-72.7889364,
LCS,4235,Longchuan,CN,CNGUA,China,CHN,NEAS,Guangdong,North East Asia,AS,Asia,1,24.1033959,115.2424192,
SJW,4236,Shijiazhuang,CN,CNHEB,China,CHN,NEAS,Hebei,North East Asia,AS,Asia,1,38.0429742,114.5088385,
LCV,4237,Lucca,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,43.8428381,10.502876,
LCX,4238,Longyan,CN,CNFUJ,China,CHN,NEAS,Fujian,North East Asia,AS,Asia,1,25.0767425,117.0123483,
LDA,4239,Malda,IN,INWES,India,IND,SASI,West Bengal,South Asia,AS,Asia,1,25.0057449,88.1398483,
LDB,4240,Londrina,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-23.3112878,-51.1595023,
LDC,4241,Lindeman Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-20.44473205,149.0432115,
LDE,4242,Lourdes,FR,FRLAN,France,FRA,WEUR,Occitania,Western Europe,EU,Europe,1,43.0940904,-0.0464975,
LDG,4243,Leshukonskoye,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,64.902481,45.767242,
LDH,4244,Lord Howe Island,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-31.5233816,159.0636715,
LDI,4245,Lindi,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-9.9989181,39.7137313,
LDJ,4246,Linden,US,US_NJ,U.S.A.,USA,NAME,New Jersey,North America,AM,America,1,40.63199,-74.2552,
LDK,4247,Lidkoping,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,58.5037196,13.1576427,
LDM,4248,Ludington,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,43.95547,-86.45233,
LDN,4249,Lamidanda,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.2850866,86.72697619,
LDO,4250,Ladouanie,SR,,Suriname,SUR,SAME,,South America,AM,America,1,4.3776487,-55.4004157,
LDR,4251,Lodar,YE,,Yemen,YEM,MIDE,,Middle East,AS,Asia,1,13.8841068,45.8677186,
LDS,4252,Yichun,CN,CNHEN,China,CHN,NEAS,Heilongjiang,North East Asia,AS,Asia,1,27.81697,114.4112498,
LDU,4253,Lahad Datu,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.0215726,118.3275533,
LDV,4254,Landivisiau,FR,FRBRI,France,FRA,WEUR,Brittany,Western Europe,EU,Europe,1,48.5127551,-4.0699356,
LDW,4255,Lansdowne,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-25.1095565,146.1617968,
LDX,4256,Saint Laurent du Maroni,GF,,French Guiana,GUF,SAME,,South America,AM,America,1,5.49942,-54.02866,
LDY,4257,Derry,GB,GBIRL,United Kingdom,GBR,NEUR,Northern Ireland,Northern Europe,EU,Europe,1,54.9978678,-7.3213056,
LDZ,4258,Londolozi,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-24.79723595,31.49859401,
LEA,4259,Learmonth,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-22.24111,114.0806,
LEB,4260,Lebanon,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,43.64508,-72.2538,
LEC,4261,Lencois,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-12.5634288,-41.3901717,
LEE,4262,Leesburg,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,41.7951282,-88.9411148,
LEF,4263,Lebakeng,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.8930362,28.6448818,
LEG,4264,Aleg,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,17.0527177,-13.9152949,
LEH,4265,Le Havre,FR,FRNOR,France,FRA,WEUR,Normandy,Western Europe,EU,Europe,1,49.4938975,0.1079732,
LEJ,4266,Schkeuditz,DE,DESAX,Germany,DEU,WEUR,Saxony,Western Europe,EU,Europe,1,51.3963509,12.2216292,
LEK,4267,Labe,GN,,Guinea,GIN,SAFR,,Subsaharan Africa,AF,Africa,1,11.3230033,-12.282253,
LEL,4268,Lake Evella,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-37.77813595,140.8652842,
LEM,4269,Lemmon,US,US_SD,U.S.A.,USA,NAME,South Dakota,North America,AM,America,1,36.0316087,-82.29592099,
LEO,4270,Leconi,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,-1.6396875,13.5949875,
LEP,4271,Leopoldina,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-21.5314282,-42.6403534,
LEQ,4272,Lands End,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.6848727,-0.0483258,
LER,4273,Leinster,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-27.9141349,120.6977266,
LES,4274,Lesobeng,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.7058977,28.455204,
LET,4275,Leticia,CO,,Colombia,COL,SAME,,South America,AM,America,1,-4.2129211,-69.9425963,
LEU,4276,Seo De Urgel,ES,ESCAT,Spain,ESP,SEUR,Catalonia,Southern Europe,EU,Europe,1,41.6141663,0.6258029,
LEV,4277,Bureta,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-18.11590345,178.4412399,
LEW,4278,Auburn,US,US_ME,U.S.A.,USA,NAME,Maine,North America,AM,America,1,39.1100763,-80.4065446,
LEX,4279,Lexington,US,US_KY,U.S.A.,USA,NAME,Kentucky,North America,AM,America,1,37.3703899,-81.8003918,
LEY,4280,Lelystad,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,52.53668095,5.361043525,
LEZ,4281,La Esperanza,HN,,Honduras,HND,CAME,,Central America,AM,America,1,14.3081342,-88.1767846,
LFA,4282,Langfang,CN,CNHEB,China,CHN,NEAS,Hebei,North East Asia,AS,Asia,1,39.5302055,116.6926134,
LFB,4283,Lumbo,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-15.0193104,40.667623,
LFH,4284,Lanping,CN,CNYUN,China,CHN,NEAS,Yunnan,North East Asia,AS,Asia,1,26.4552401,99.4197677,
PHF,4285,Newport News,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,37.08358,-76.48065,
OCH,4286,Nacogdoches,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,42.33469,-83.2549825,
LFM,4287,Lamerd,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,27.333426,53.1816105,
LFN,4288,Louisburg,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,36.10197,-78.29885,
LFO,4289,Kelafo,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,5.67881,44.14042,
LFP,4290,Lakefield,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-14.7938708,144.1796031,
LFQ,4291,Qiaoli,CN,CNNXI,China,CHN,NEAS,Shanxi,North East Asia,AS,Asia,1,33.5855826,116.4839511,
LFR,4292,La Fria,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,8.2118501,-72.2536276,
LFT,4293,Lafayette,US,US_LA,U.S.A.,USA,NAME,Louisiana,North America,AM,America,1,41.6810022,-70.80464479,
LFW,4294,Lome,TG,,Togo,TGO,SAFR,,Subsaharan Africa,AF,Africa,1,6.15803455,1.251682373,
LGB,4295,Long Beach,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.76672,-118.1924,
LGC,4296,La Grange,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,33.04142,-85.03108,
LGD,4297,La Grande,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,45.32955,-118.09595,
LGE,4298,Lake Gregory,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-28.9437101,139.0178359,
YUM,4299,Yuma,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,35.3453616,-89.3639604,
LGG,4300,Liege,BE,,Belgium,BEL,WEUR,,Western Europe,EU,Europe,1,50.6450944,5.5736112,
LGH,4301,Leigh Creek,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-30.5932071,138.403104,
LGI,4302,Deadmans Cay,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,23.1952452,-75.1223445,
LGJ,4303,Lugoj,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,45.6862542,21.9063162,
LGK,4304,Langkawi,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,6.3621284,99.802427,
LGL,4305,Long Lellang,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.4207297,115.1542607,
LGM,4306,Laiagam,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.4934941,143.4888686,
LGN,4307,Linga Linga,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-10.06685985,147.876299,
LGO,4308,Langeoog,DE,DELOW,Germany,DEU,WEUR,Lower Saxony,Western Europe,EU,Europe,1,53.7462909,7.481842,
LGP,4309,Legazpi,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,13.1388596,123.7343104,
LGQ,4310,Lago Agrio,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,0.0850662,-76.883564,
LGR,4311,Cochrane,CL,,Chile,CHL,SAME,,South America,AM,America,1,-47.2541656,-72.5732128,
LGS,4312,Malargue,AR,AR_MD,Argentina,ARG,SAME,Mendoza,South America,AM,America,1,-35.4752134,-69.585934,
LGT,4313,Las Gaviotas,CO,,Colombia,COL,SAME,,South America,AM,America,1,4.79757655,-75.69769385,
LGU,4314,Logan,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,41.67492,-111.84741,
RJL,4315,Logrono,ES,ESRIO,Spain,ESP,SEUR,La Rioja,Southern Europe,EU,Europe,1,42.4656906,-2.44998,
LGX,4316,Lugh Ganane,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,22.77098,-102.50643,
LGY,4317,Lagunillas,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,7.787038,-72.2503484,
LGZ,4318,Shannan,CN,CNTIB,China,CHN,NEAS,Tibet,North East Asia,AS,Asia,1,29.2390869,91.7705692,
LHA,4319,Lahr,DE,DEBAD,Germany,DEU,WEUR,Baden Wurttemberg,Western Europe,EU,Europe,1,49.9440252,6.2909576,
LHB,4320,Lost Harbor,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.12459,-146.34506,
LHC,4321,Linhai,CN,CNZHE,China,CHN,NEAS,Zhejiang,North East Asia,AS,Asia,1,28.8616886,121.1402223,
LHE,4322,Lahore,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,31.5656822,74.3141829,
LHG,4323,Lightning Ridge,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-29.4285225,147.9779203,
LHI,4324,Lereh,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,1.2771782,109.9573855,
LHK,4325,Guanghua,CN,CNFUJ,China,CHN,NEAS,Fujian,North East Asia,AS,Asia,1,30.668021,104.0055205,
LHP,4326,Lehu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
LHS,4327,Las Heras,AR,AR_SC,Argentina,ARG,SAME,Santa Cruz,South America,AM,America,1,-46.5897167,-68.92506359,
LHU,4328,Caprivi,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-17.9862074,22.98527676,
LHV,4329,Lock Haven,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,41.13766,-77.44223,
LHW,4330,Lanzhou,CN,CNGAN,China,CHN,NEAS,Gansu,North East Asia,AS,Asia,1,36.0620781,103.8318566,
LIA,4331,Liangping,CN,CNCHO,China,CHN,NEAS,Chongqing,North East Asia,AS,Asia,1,36.089449,104.2538585,
LIB,4332,Limbunya,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-17.4014,130.00055,
LIC,4333,Limon,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,40.7455316,-73.9484995,
LIE,4334,Libenge,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,3.69287,3.6529379,
LIF,4335,Lifou,NC,,New Caledonia,NCL,OCEA,,Oceania,OC,Oceania,1,-21.04516,167.28461,
LIG,4336,Limoges,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,45.8354243,1.2644847,
LII,4337,Mulia,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,1.5645945,109.2036524,
LIK,4338,Likiep,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,9.8269176,169.3074274,
LIL,4339,Lille,FR,FRUPP,France,FRA,WEUR,Hauts-de-France,Western Europe,EU,Europe,1,50.6365654,3.0635282,
LIM,4340,Lima,PE,,Peru,PER,SAME,,South America,AM,America,1,-12.0621065,-77.0365256,
LIO,4341,Limon,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,9.9935604,-83.0303139,
LIP,4342,Lins,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-21.6741873,-49.7518932,
LIQ,4343,Lisala,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,2.14962,2.1473937,
LIR,4344,Liberia,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,10.6333401,-85.4362722,
LIS,4345,Lisbon,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,38.7077507,-9.1365919,
LIT,4346,Little Rock,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,35.3481286,-96.6719618,
LIV,4347,Livengood,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,29.6339181,-82.3405556,
LIW,4348,Loikaw,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,19.674167,97.2094441,
LIX,4349,Likoma Island,MW,,Malawi,MWI,SAFR,,Subsaharan Africa,AF,Africa,1,-12.0657337,34.73162614,
LIY,4350,Hinesville,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,31.85114,-81.58366,
LIZ,4351,Limestone,US,US_ME,U.S.A.,USA,NAME,Maine,North America,AM,America,1,46.4482489,-115.3323529,
LJA,4352,Lodja,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-3.55414,-3.5241628,
LJG,4353,Lijiang,CN,CNYUN,China,CHN,NEAS,Yunnan,North East Asia,AS,Asia,1,26.8595868,100.2249797,
LJN,4354,Lake Jackson,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,29.0343,-95.4462,
LJU,4355,Ljubljana,SI,,Slovenia,SVN,SEUR,,Southern Europe,EU,Europe,1,46.0500268,14.5069289,
LKA,4356,Larantuka,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.3244317,122.9986828,
LKB,4357,Lakeba,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-18.0949,-178.9398,
LKC,4358,Lekana,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-3.2741656,16.220273,
LKD,4359,Lakeland Downs,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-15.86121,144.85636,
LKG,4360,Lokichogio,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,4.2050673,34.3600434,
LKH,4361,Long Akah,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.29811,114.78357,
LKK,4362,Kulik Lake,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.05777,-135.33588,
LKL,4363,Lakselv,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,70.0524983,24.9606571,
LKN,4364,Leknes,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,68.1474646,13.6115311,
LKO,4365,Lucknow,IN,INTTH,India,IND,SASI,Uttar Pradesh,South Asia,AS,Asia,1,26.8381,80.9346001,
LKP,4366,Lake Placid,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,44.2821,-73.98276,
LKR,4367,Las Khoreh,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,11.16027,48.19487,
LKU,4368,Lake Rudolf,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,3.5256208,36.0745032,
LKV,4369,Lakeview,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,42.97538,-89.37188,
LKW,4370,Lekhawair,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,25.31535,51.51468,
LKY,4371,Lake Manyara,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-3.62220965,35.80648833,
LKZ,4372,Brandon,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.4482313,0.6240803,
LLA,4373,Lulea,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,65.5831187,22.1459535,
LLB,4374,Libo City,CN,CNGUI,China,CHN,NEAS,Guizhou,North East Asia,AS,Asia,1,26.8122673,106.8782501,
LLC,4375,Lal-lo,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,18.2000513,121.661997,
LLD,4376,Loudi,CN,CNHUN,China,CHN,NEAS,Hunan,North East Asia,AS,Asia,1,27.6995215,111.9890658,
LLE,4377,Malelane,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-25.494387,31.509445,
LLF,4378,Yongzhou,CN,CNHUN,China,CHN,NEAS,Hunan,North East Asia,AS,Asia,1,26.423568,111.6081495,
LLG,4379,Chillagoe,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-17.1032055,144.6691074,
LLH,4380,Las Limas,HN,,Honduras,HND,CAME,,Central America,AM,America,1,13.7980778,-86.6154576,
LLI,4381,Lalibela,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,12.0360639,39.0456845,
LLJ,4382,Lubuk Linggau,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.2915329,102.8586191,
LLK,4383,Lankaran,AZ,,Azerbaijan,AZE,EEUR,,Central/Eastern Europe,EU,Europe,1,38.7618973,48.8437784,
LLL,4384,Lissadell,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-16.79991,128.44957,
LLM,4385,Lomlom,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-10.27837615,166.3340255,
LLN,4386,Kelila,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.7319461,138.7094841,
LLO,4387,Palopo,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.9996306,120.1920679,
LLP,4388,Linda Downs,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-22.4609,138.85995,
LLQ,4389,Lu An,CN,CNANH,China,CHN,NEAS,Anhui,North East Asia,AS,Asia,1,31.7383487,116.5142252,
LLS,4390,Las Lomitas,AR,AR_FO,Argentina,ARG,SAME,Formosa,South America,AM,America,1,-36.2451095,-61.1313378,
LLU,4391,Alluitsup Paa,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,60.4632667,-45.56926,
LLV,4392,Luliang,CN,CNNXI,China,CHN,NEAS,Shanxi,North East Asia,AS,Asia,1,25.0314329,103.6622775,
LLW,4393,Lilongwe,MW,,Malawi,MWI,SAFR,,Subsaharan Africa,AF,Africa,1,-13.9875107,33.768144,
LLX,4394,Lyndonville,US,US_VT,U.S.A.,USA,NAME,Vermont,North America,AM,America,1,44.5346,-72.00545,
LLY,4395,Mount Holly,US,US_NJ,U.S.A.,USA,NAME,New Jersey,North America,AM,America,1,39.99283,-74.78912,
LMA,4396,Lake Minchumina,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.88263,-152.31221,
LMB,4397,Salima,MW,,Malawi,MWI,SAFR,,Subsaharan Africa,AF,Africa,1,-13.9862935,34.4908798,
LMC,4398,Lamacarena,CO,,Colombia,COL,SAME,,South America,AM,America,1,2.18237,-73.78482,
LMD,4399,Los Menucos,AR,AR_RN,Argentina,ARG,SAME,Rio Negro,South America,AM,America,1,-47.219851,-67.4796413,
LME,4400,Le Mans,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,48.0073849,0.1967849,
LMG,4401,Lamassa,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.6746806,152.7468538,
LMH,4402,Limon,HN,,Honduras,HND,CAME,,Central America,AM,America,1,15.8627471,-85.5019024,
LMI,4403,Lumi,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.477429,142.0398704,
SNN,4404,Shannon,IE,,Ireland,IRL,NEUR,,Northern Europe,EU,Europe,1,53.1349614,-8.1611027,
LML,4405,Lae,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,8.9227087,166.2638754,
LMM,4406,Los Mochis,MX,,Mexico,MEX,NAME,,North America,AM,America,1,25.7928058,-108.990188,
LMN,4407,Limbang,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.7534355,115.0093036,
LMO,4408,Lossiemouth,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,57.7220766,-3.2814625,
LMP,4409,Lampedusa,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,35.51113415,12.59629136,
LMQ,4410,Marsa el Brega,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,30.407313,19.578771,
LMR,4411,Lima Acres,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,28.55967,77.1876,
LMS,4412,Louisville,US,US_MS,U.S.A.,USA,NAME,Mississippi,North America,AM,America,1,33.12406,-89.05539,
LMT,4413,Klamath Falls,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,42.22388,-121.78206,
LMU,4414,Jemaja Island,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,2.93332,105.71761,
LMV,4415,Madivaru,MV,,Maldives,MDV,SASI,,South Asia,AS,Asia,1,4.5004817,73.36845179,
LMX,4416,Lopez De Micay,CO,,Colombia,COL,SAME,,South America,AM,America,1,2.847624,-77.247802,
LMY,4417,Lake Murray,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.0050745,141.489315,
LMZ,4418,Palma,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-10.7758093,40.4673261,
PBI,4419,West Palm Beach,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,37.1132182,-94.69640297,
LNB,4420,Lamen Bay,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-16.5922451,168.1677359,
LNC,4421,Lengbati,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.3812024,147.36693,
LND,4422,Lander,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,38.3386591,-87.3450132,
LNE,4423,Lonorore,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-15.861029,168.1713837,
LNF,4424,Munbil,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
LNG,4425,Lese,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.27833535,146.2791179,
LNH,4426,Lake Nash,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-20.964222,137.9185886,
LNI,4427,Lonely,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.41375,-151.21417,
LNJ,4428,Lincang,CN,CNYUN,China,CHN,NEAS,Yunnan,North East Asia,AS,Asia,1,23.88848,100.0879344,
LNK,4429,Lincoln,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,40.81362,-96.7073,
LNL,4430,Longan,CN,CNGAN,China,CHN,NEAS,Gansu,North East Asia,AS,Asia,1,23.1695545,107.691556,
LNM,4431,Langimar,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.2244301,146.2152184,
LNN,4432,Willoughby,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,41.63957,-81.40685,
LNO,4433,Leonora,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-28.416227,121.002993,
LNP,4434,Wise,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,36.97613,-82.57648,
LNQ,4435,Loani,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
LNR,4436,Lone Rock,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,43.18389,-90.19812,
LNS,4437,Lancaster,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.03832,-76.30134,
LNU,4438,Malinau,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.8600732,115.4150282,
